AuthorName,AuthorID,AffiliationName,AffiliationID,TopPaperCount
shimon ullman,7D75E422,weizmann institute of science,03376F29,27
bobby bodenheimer,7CC1A729,vanderbilt university,0BF6BC56,27
christopher olston,789B665A,yahoo,4F05DC4B,27
jun yan,8516252A,microsoft,4CE6FC2D,27
yasushi yagi,71F2991C,osaka university,05DBB954,27
miryung kim,7F75F51A,university of texas at austin,05282E0D,27
chennee chuah,821A2BEE,university of california davis,050513B0,27
yijun yu,7FDD206A,open university,0C2AE079,27
yasuyuki yanagida,5E62A213,meijo university,05C28CB2,27
eugene c freuder,76D934E8,university of new hampshire,09998A84,27
sampath kannan,7EDD88D0,university of pennsylvania,04BE3F72,27
jayant madhavan,7BE48D58,google,4CF99586,27
amos beimel,14CF2CE7,ben gurion university of the negev,07679147,27
david m krum,08BAE763,university of southern california,0011EAC4,27
jan van den bussche,29055BF2,university of hasselt,345C2848,27
aravind srinivasan,7EDA68FF,university of maryland college park,03FD8454,27
xiaoming fu,80E7C369,university of gottingen,047329C0,27
rob comber,7FEA38E4,newcastle university,050F3ADA,27
steve renals,762E2C93,university of edinburgh,05E1B1D9,27
shipeng yu,80E8CE44,siemens healthcare,0734E3CC,27
aditya akella,7A07BE0C,university of wisconsin madison,0810AAFA,27
sethu vijayakumar,80544153,university of edinburgh,05E1B1D9,27
renato pajarola,75C6CE65,university of zurich,0C14EACF,27
s rao kosaraju,17EB984D,johns hopkins university,08A948CC,27
moira c norrie,29E99451,eth zurich,021CC5D8,27
kristen grauman,8579125E,university of texas at austin,05282E0D,27
yizhou sun,7F0CB66C,university of illinois at urbana champaign,0966B229,27
haifeng wang,7ED4C0D9,toshiba,4D0C933D,26
natasa milicfrayling,0EE8B543,microsoft,4CE6FC2D,26
dharma p agrawal,81294432,university of cincinnati,03C3607B,26
shaowen bardzell,146D172E,indiana university bloomington,09DC92C5,26
susan b davidson,7D02B142,university of pennsylvania,04BE3F72,26
conor linehan,7ED69005,university of lincoln,031251BB,26
alan e willner,802E293F,university of southern california,0011EAC4,26
derek dreyer,79921548,max planck institute for software systems,00243975,26
hiroaki yano,80FBFF5A,university of tsukuba,08B9DFEF,26
orna grumberg,76D5F88B,technion israel institute of technology,0A63B3A3,26
yair weiss,85314534,hebrew university of jerusalem,0BC1D058,26
ben liblit,481DBBF6,university of wisconsin madison,0810AAFA,26
peter g polson,015CE7A3,university of colorado boulder,0B3CDF24,26
marten van dijk,7DF53C99,massachusetts institute of technology,03D00B37,26
bruno blanchet,2B69EC8D,centre national de la recherche scientifique,4D2B1EE6,26
svetha venkatesh,7FF067A1,curtin university,0C41D2F4,26
yoram singer,612E12D0,hebrew university of jerusalem,0BC1D058,26
philip wadler,7AD43D6E,university of edinburgh,05E1B1D9,26
parosh aziz abdulla,745BDEDD,uppsala university,075ABF1F,26
jingren zhou,7E373FCA,microsoft,4CE6FC2D,26
joseph jofish kaye,80B6F3E5,yahoo,4F05DC4B,26
mark s ackerman,7A7ED56E,university of michigan,01A8C383,26
georges gardarin,298DFED1,french institute for research in computer science and automation,4F10C1EB,26
michael wooldridge,7F021684,university of liverpool,08BDCA25,25
ting wang,80AEA51E,nec,070DD5D4,25
kevin c almeroth,1329F41D,university of california santa barbara,09368EC9,25
patrick j flynn,7F033C7D,university of notre dame,066A71BC,25
panos kalnis,0F0DCB6B,king abdullah university of science and technology,04496BAA,25
jack w davidson,7F7751DF,university of virginia,0312B01D,25
jun yang,8018899A,university of pittsburgh,0A2510E5,25
bernhard e riecke,072EA696,max planck society,08EF476D,25
hoan anh nguyen,7D272B61,iowa state university,0A5DAC76,25
youtao zhang,7F59EBAC,university of pittsburgh,0A2510E5,25
swarat chaudhuri,805886F0,rice university,0474FB72,25
david k hsiao,2B92084C,ohio state university,031EE95E,25
sudhakar yalamanchili,80E1809F,georgia institute of technology,07CA5884,25
paul m aoki,7ED93A59,xerox,02066FCD,25
ming ouhyoung,46FDA240,national taiwan university,00FF56A8,25
frank m shipman,2DF083B5,texas a m university,056D3FC6,25
chenyang lu,7D27DD9C,washington university in st louis,0C2FE58D,25
daniel gildea,77783616,university of rochester,005237C4,25
carlos lucena,7DA445B7,pontifical catholic university of rio de janeiro,002932B0,25
bongshin lee,7F8E25E2,microsoft,4CE6FC2D,25
nicholas roy,7D5EE09E,massachusetts institute of technology,03D00B37,25
yi zhang,854F28E6,university of california santa cruz,0B08755E,25
volker markl,750FB7F6,ibm,4FF45383,25
tom holvoet,0E85E786,katholieke universiteit leuven,05EDB3A0,25
steve chien,7F119A13,jet propulsion laboratory,4F8CCD61,25
rainer stiefelhagen,13D4EE6E,karlsruhe institute of technology,0619822C,25
ashutosh saxena,7F849E6B,cornell university,0C4400FF,25
thorsten holz,805D363A,ruhr university bochum,35E9831D,25
ahmed helmy,750CD34C,university of southern california,0011EAC4,25
gary marchionini,08BF3BB3,university of north carolina at chapel hill,06CBEAA9,25
chuanyi ji,7F96E7A8,georgia institute of technology,07CA5884,25
kate saenko,5E396CDB,university of california berkeley,05B090CE,25
edward y chang,806DCF8E,university of california santa barbara,09368EC9,25
kenneth p birman,7CD5FAA3,cornell university,0C4400FF,24
satish chandra,7FCCEF46,ibm,4FF45383,24
shuvendu k lahiri,81D1D22B,microsoft,4CE6FC2D,24
aditya parameswaran,7BD71FE9,stanford university,05C86094,24
nadia magnenat thalmann,11336675,university of geneva,06D27A8D,24
jorn loviscach,1242DC3C,bremen university of applied sciences,09EB92A1,24
yung yi,7CEEA7C0,kaist,09630970,24
zygmunt j haas,79D6F54A,cornell university,0C4400FF,24
jan paredaens,772F28A9,university of antwerp,08E4D2D6,24
djoerd hiemstra,7EB628DE,university of twente,05A3DA1F,24
kjetil norvag,0C169AC5,norwegian university of science and technology,0C34AB7F,24
fabrizio silvestri,7F3379C0,istituto di scienza e tecnologie dell informazione,0754B26A,24
anthony ephremides,10C79F59,university of maryland college park,03FD8454,24
cristiano maciel,7EDA2C92,universidade federal de mato grosso,01F35A06,24
israel cidon,863311A5,technion israel institute of technology,0A63B3A3,24
lior wolf,7ABB8CA9,tel aviv university,00FA1C18,24
kamesh munagala,689F4A21,duke university,0A2FAFA5,24
carl hewitt,7D4AB1A6,massachusetts institute of technology,03D00B37,24
philippe cudremauroux,11AA1A08,university of fribourg,093304A4,24
fernando diaz,80B126F1,yahoo,4F05DC4B,24
diane kelly,81F7CE1B,university of north carolina at chapel hill,06CBEAA9,24
marco brambilla,7C8F29F3,instituto politecnico nacional,0389C918,24
gil segev,3D47E71D,weizmann institute of science,03376F29,24
olga veksler,03FD85DC,university of western ontario,077EC9E4,24
francesco orabona,698516F1,idiap research institute,00725F06,24
andrea zisman,7C250B7F,city university london,0AC72C36,24
f mueller,8500352B,rmit university,04F1BEA5,24
andrew v goldberg,7EEA6757,microsoft,4CE6FC2D,24
christian bohm,7D4C3F27,ludwig maximilian university of munich,007D2F41,24
yossi matias,6FBBD1CE,tel aviv university,00FA1C18,24
themis palpanas,77D6A034,university of trento,0B845BA3,24
tom heskes,78427B5A,radboud university nijmegen,08B1D62B,24
holger h hoos,053AF322,university of british columbia,0875EA92,24
junfeng yang,7D61BA13,columbia university,04AF010A,24
birgit pfitzmann,77479926,ibm,4FF45383,24
grace a lewis,801F8C9A,software engineering institute,06D74A38,24
ge yu,81455CE6,northeastern university,00C50601,24
boris grot,7CAA2A29,university of texas at austin,05282E0D,24
jordan boydgraber,14207605,university of maryland college park,03FD8454,24
gerhard rigoll,03CEDCF7,technische universitat munchen,03C0079C,24
dennis b smith,80FA75D5,software engineering institute,06D74A38,24
steven j gortler,0173637D,harvard university,081E3F30,24
fatma ozcan,78C85AC8,ibm,4FF45383,24
hugo krawczyk,78BC75A4,ibm,4FF45383,23
steven poltrock,0FD701A1,boeing phantom works,00739C9C,23
eli upfal,0FCF201E,brown university,01A842AA,23
vasilis vassalos,11C3D62A,athens university of economics and business,045C11B3,23
waitat fu,7DDB46C8,university of illinois at urbana champaign,0966B229,23
yoav goldberg,7FD987E3,ben gurion university of the negev,07679147,23
shivakumar vaithyanathan,8500A0C0,ibm,4FF45383,23
alan c bovik,128497D5,university of texas at austin,05282E0D,23
eric a hansen,7FD55D90,mississippi state university,05E740A3,23
adrien bartoli,7FC0BD60,centre national de la recherche scientifique,4D2B1EE6,23
ross anderson,7E66729C,university of cambridge,0003B055,23
richard j waldinger,311655DC,sri international,4D634C00,23
riccardo rosati,7955B87B,sapienza university of rome,335ED749,23
dan olteanu,7C0C6E68,university of oxford,02642F55,23
yanyan lan,8065563C,chinese academy of sciences,012E6F4E,23
eric vigoda,7C07A4D1,georgia institute of technology,07CA5884,23
karsten borgwardt,7C579523,max planck society,08EF476D,23
klaus hinrichs,801E9D64,university of munster,0156CBB8,23
eric p s baumer,26A8D6AF,cornell university,0C4400FF,23
gang pan,7D50F583,zhejiang university,0489A984,23
jeannette m wing,5E77872C,carnegie mellon university,0477FFD3,23
zoran b popovic,7F522058,cleveland clinic,4E7E575E,23
torsten grust,787BF689,university of tubingen,007B68B5,23
haojin zhu,7E3D25F6,shanghai jiao tong university,0AE9651A,23
haochuan wang,7D4264CF,national tsing hua university,018A6121,23
peter triantafillou,12F962D5,university of patras,0A6C6FB4,23
alexander russell,7FFC101B,university of connecticut,085ADB71,23
david sands,84C0E8A2,chalmers university of technology,03FC3F40,23
john mccarthy,7D5CB6C9,university college cork,01A4CB11,23
christoph schnorr,80743A3F,university of mannheim,0A990BE9,23
mitchel resnick,7F114FC1,massachusetts institute of technology,03D00B37,23
robert k brayton,797A0123,university of california,0349EE07,23
roberto j bayardo,7D3BB506,ibm,4FF45383,23
tuomas sandholm,4B3ECC7F,carnegie mellon university,0477FFD3,23
kenichi matsumoto,7F409430,nara institute of science and technology,04866877,23
francesc morenonoguer,3AA40063,institut de robotica i informatica industrial,0526E9B4,23
swastik kopparty,593356E0,massachusetts institute of technology,03D00B37,23
oleg v komogortsev,1243C617,texas state university,00CE2969,23
abhishek jain,7E07D105,university of california los angeles,099D876D,22
jianping wang,80545B57,city university of hong kong,0A0E755C,22
ramamohan paturi,309C2CB4,university of california san diego,0229448F,22
sriraam natarajan,80902738,indiana university,00090A43,22
perake larson,8011B20D,microsoft,4CE6FC2D,22
yoram moses,7D18AECB,technion israel institute of technology,0A63B3A3,22
danushka bollegala,78F79C49,university of tokyo,04756336,22
andreas girgensohn,290D0EB7,fx palo alto laboratory,0190EC9A,22
mark wegman,77D1A021,ibm,4FF45383,22
dengyong zhou,7E5744A2,max planck society,08EF476D,22
nikita borisov,8090C6DB,university of illinois at urbana champaign,0966B229,22
mona leigh guha,804DD356,university of maryland college park,03FD8454,22
hua younan,7991F8E7,chartered semiconductor manufacturing,045A0B63,22
per stenstrom,77B5A1CF,chalmers university of technology,03FC3F40,22
susan wiedenbeck,752CE78D,drexel university,045716B5,22
ronan collobert,07C2B543,nec,070DD5D4,22
tomas lozanoperez,0B25E104,massachusetts institute of technology,03D00B37,22
rong zheng,7751003A,university of houston,02A66F75,22
reinhard pichler,784E0789,vienna university of technology,08B17323,22
kemal ebcioglu,0A4077A3,ibm,4FF45383,22
huamin wang,829E2E60,ohio state university,031EE95E,22
derek nowrouzezahrai,14C4D746,disney research,069BF47D,22
fei wu,7F9BC9F3,zhejiang university,0489A984,22
tor m aamodt,724608CD,university of british columbia,0875EA92,22
rene govaerts,796EA04D,katholieke universiteit leuven,05EDB3A0,22
masaaki nagata,7D510BC5,nippon telegraph and telephone,86366AC3,22
paul grunbacher,82ECC19B,johannes kepler university of linz,0743CD5B,22
jing peng,7F907925,tulane university,06D835C2,22
torsten moller,803C7C59,simon fraser university,0112E226,22
adam jatowt,00CA311A,kyoto university,0154426A,22
oscar h ibarra,80CDD1D1,university of california,0349EE07,22
kewen wang,7F9FD80C,griffith university,00B28C35,22
wayne g lutters,14ADADE6,university of maryland baltimore county,04B999C0,22
tamir hazan,7FB00424,hebrew university of jerusalem,0BC1D058,22
thomas b hilburn,1053C82B,embry riddle aeronautical university,0508FCE1,22
nicolas christin,8138C9CB,carnegie mellon university,0477FFD3,22
prasun sinha,7D5C1D24,ohio state university,031EE95E,22
tommi s jaakkola,1447DD1D,massachusetts institute of technology,03D00B37,22
bilge mutlu,8025BAAF,university of wisconsin madison,0810AAFA,22
susan hohenberger,7B3CFE42,johns hopkins university,08A948CC,22
philippe pucheral,06F923F0,french institute for research in computer science and automation,4F10C1EB,22
atif m memon,806BA1B9,university of maryland college park,03FD8454,22
ulrike sattler,78F0E64E,university of manchester,01B1760F,22
lawrence b holder,26207BE6,university of texas at arlington,0B46E8A6,22
quoc v le,7E2B669B,stanford university,05C86094,22
martijn stam,7DC622C3,university of bristol,0228E4F2,22
evgeniy gabrilovich,6B93198F,yahoo,4F05DC4B,22
somesh jha,7EA595EC,university of wisconsin madison,0810AAFA,22
raymond chiwing wong,7EA958E4,hong kong university of science and technology,0BF77E37,22
claire kenyon,80955106,university of paris sud,0617689C,22
houari sahraoui,02927628,universite de montreal,043A55FE,22
saumya debray,7C666F76,university of arizona,0839CEE3,22
helen j wang,7E906D50,microsoft,4CE6FC2D,22
gunnar ratsch,0A061C9C,max planck society,08EF476D,22
frederic t chong,85515B25,university of california santa barbara,09368EC9,22
andrea de lucia,7ED85C7F,university of salerno,07DA0A1C,21
steve hodges,8008187F,microsoft,4CE6FC2D,21
thorsten von eicken,814BF5F0,cornell university,0C4400FF,21
yury makarychev,76ED120D,princeton university,01328BF3,21
li guo,7E7B4F6C,chinese academy of sciences,012E6F4E,21
badrish chandramouli,7D78B088,microsoft,4CE6FC2D,21
chadi barakat,233480E2,french institute for research in computer science and automation,4F10C1EB,21
heidar ali shayanfar,769D94AB,iran university of science and technology,03FE7DA4,21
deborah silver,7F104975,rutgers university,06194FDE,21
junzhou huang,7D911C7F,university of texas at arlington,0B46E8A6,21
paolo ferragina,1FB3D39A,university of pisa,067461C8,21
rob procter,79708394,university of edinburgh,05E1B1D9,21
stella x yu,7E5682BC,boston college,062BC2E4,21
xiaoqin zhang,7F37C00D,wenzhou university,08BD4183,21
mahesh k marina,7F7FAF70,university of edinburgh,05E1B1D9,21
mario marchand,7EE1B7B0,laval university,02965656,21
guofei jiang,813A6EAD,nec,070DD5D4,21
emilia mendes,6D082425,university of auckland,092FD9CF,21
michael j lyons,8289F29F,ritsumeikan university,0817AB42,21
douglas b terry,82C1CB99,xerox,02066FCD,21
tony veale,44322BE6,university college dublin,06041575,21
kari pulli,76003C04,nvidia,4DBAC46F,21
mitch cherniack,776B46BA,brandeis university,006952C5,21
harrick vin,787055C5,university of texas at austin,05282E0D,21
jerry l prince,804EFBBC,johns hopkins university,08A948CC,21
dan grossman,8597AD7C,university of washington,0C01DCFD,21
nattiya kanhabua,09E725EB,leibniz university of hanover,06CD3667,21
barnabas poczos,11BC35AE,carnegie mellon university,0477FFD3,21
james caverlee,78EFB017,texas a m university,056D3FC6,21
iftach haitner,4AA2044C,weizmann institute of science,03376F29,21
lingxiao jiang,7F5D9A8D,singapore management university,04C30B43,21
mehdi jazayeri,77E60F82,university of lugano,0368D319,21
anthony tang,7D656F12,university of calgary,0A0D2BAD,21
jianping pan,7EE58D74,university of victoria,0CA4B187,21
georg buscher,82B13498,microsoft,4CE6FC2D,21
martin glinz,810C4285,university of zurich,0C14EACF,21
ming li,7FBBF39E,worcester polytechnic institute,0661DECB,21
harry b hunt,7E8B39C8,university at albany suny,0005FC5A,21
dino pedreschi,00768F35,university of pisa,067461C8,21
mark blythe,7DB6A7E7,university of york,031AFA6D,21
luis gravano,8631961C,columbia university,04AF010A,21
satyen kale,8045C2FF,princeton university,01328BF3,21
nir shavit,7B79D435,tel aviv university,00FA1C18,21
eugene agichtein,8627B9FD,emory university,08F7F83A,21
khosrow sohraby,78EBBD07,university of missouri kansas city,047ED7D5,21
john kubiatowicz,2978E5F9,university of california berkeley,05B090CE,21
dell zhang,80A4CFEE,birkbeck university of london,05DB5368,21
andreas dengel,2BC5B488,german research centre for artificial intelligence,01FB725A,20
michel abdalla,7FC09AA3,ecole normale superieure,01C3C549,20
jialie shen,7F7CDC9E,singapore management university,04C30B43,20
hong wang,7DB5A190,intel,500F4F9C,20
martin dyer,7E852414,university of leeds,07CC4A10,20
haggai roitman,724EFCD2,ibm,4FF45383,20
amer diwan,82C8A2BF,university of colorado boulder,0B3CDF24,20
sargur n srihari,7B5A348A,university at buffalo,03C436D1,20
mark d smucker,74CE9DD1,university of waterloo,090B77B3,20
john r smith,7FB90EFD,ibm,4FF45383,20
xiaodong lin,7EF517A4,information technology university,4EDF3BB0,20
tore risch,7C5D3C0F,uppsala university,075ABF1F,20
letizia tanca,2AE0BF5C,instituto politecnico nacional,0389C918,20
brian r gaines,29C11F6C,university of calgary,0A0D2BAD,20
bir bhanu,6BB7FC8E,university of california riverside,062D596B,20
younkyung lim,80111A3F,kaist,09630970,20
trishul m chilimbi,7BCD182E,microsoft,4CE6FC2D,20
edward a fox,80B06F45,virginia tech,3333E44B,20
tamal k dey,7D74E03F,ohio state university,031EE95E,20
adrian segall,7FA88451,technion israel institute of technology,0A63B3A3,20
zhuoqing morley mao,7E7717D9,university of michigan,01A8C383,20
martin may,80D81F2B,eth zurich,021CC5D8,20
oscar castillo,81BC9431,americorps vista,4F14D3E8,20
wilfred ng,815A4B73,hong kong university of science and technology,0BF77E37,20
naomi yamashita,7DF771F6,nippon telegraph and telephone,86366AC3,20
miguel a carreiraperpinan,7B7BC30D,university of california merced,094DB5D4,20
franz wotawa,10A2FCFB,graz university of technology,003E7116,20
shaowen bardzell,862CBCAE,indiana university bloomington,09DC92C5,20
mark v pauly,787A0B54,wharton school of the university of pennsylvania,07BAB9E7,20
paolo paolini,82B63F82,instituto politecnico nacional,0389C918,20
anthony j hornof,0D890A41,university of oregon,0ACD6604,20
ali mesbah,788B1845,university of british columbia,0875EA92,20
danny dolev,76369DB8,hebrew university of jerusalem,0BC1D058,20
steven j jackson,82C54E2C,cornell university,0C4400FF,20
antonia bertolino,80FE7482,istituto di scienza e tecnologie dell informazione,0754B26A,20
bruce h thomas,7E8A7C71,university of south australia,0A25A483,20
ingrid zukerman,2470EC2E,monash university clayton campus,04AEE5C7,20
todd k leen,0229AF1E,ogi school of science and engineering,05E5F910,20
eric simon,82B97CD0,french institute for research in computer science and automation,4F10C1EB,20
jorge a baier,7678A5A8,pontifical catholic university of chile,09AA300F,20
mark grechanik,7A1E5559,accenture,4E1BB800,20
nir piterman,01C92BF7,university of leicester,09287CDD,20
xavier leroy,26164315,french institute for research in computer science and automation,4F10C1EB,20
peter g neumann,7EE60F10,sri international,4D634C00,20
ellen isaacs,76166AAD,parc,0A575E93,20
shivnath babu,82C3084A,duke university,0A2FAFA5,20
rui yan,7DB673F9,peking university,0134B592,20
miguel a otaduy,7F7C0AC0,university of north carolina at chapel hill,06CBEAA9,20
nathan keller,798A4644,institute of mathematics,074492CB,20
jonathan m mccune,7EA66F42,carnegie mellon university,0477FFD3,20
yuri gurevich,8064DF2D,microsoft,4CE6FC2D,20
david cohn,804D6661,massachusetts institute of technology,03D00B37,20
alan murray,81E91A4F,university of edinburgh,05E1B1D9,20
erik stolterman,05741348,indiana university bloomington,09DC92C5,20
wang yi,7EA00322,uppsala university,075ABF1F,20
thomas karagiannis,7D741639,microsoft,4CE6FC2D,20
jeremy g siek,05C44AE3,university of colorado boulder,0B3CDF24,20
andreas dietrich,7F1E10D1,saarland university,05776AD7,20
yong cui,7EA4E305,tsinghua university,05E79D01,20
hanwei shen,7F54B90B,ohio state university,031EE95E,20
jeandaniel fekete,80723561,french institute for research in computer science and automation,4F10C1EB,20
soung chang liew,80E914C0,the chinese university of hong kong,0A97E0C1,19
roni yagel,0E09E895,ohio state university,031EE95E,19
anders sogaard,7D34DA6A,university of copenhagen,0764F090,19
qixing huang,811D250B,stanford university,05C86094,19
axel legay,7CDB1E00,french institute for research in computer science and automation,4F10C1EB,19
victor c m leung,29083198,university of british columbia,0875EA92,19
xin wang,851EAA12,stony brook university,038CB6F6,19
li zhang,7E3A4EF7,ibm,4FF45383,19
chris buckley,7DD8F3DC,cornell university,0C4400FF,19
kurt maly,2AEBDEEE,old dominion university,04D98949,19
jose miguel hernandezlobato,3F47E684,autonomous university of madrid,03CAFC05,19
daniel f keefe,7E5075B6,university of minnesota,07C34834,19
janet e burge,80CD7303,miami university,04F77DC2,19
lachlan l h andrew,7D642D9E,swinburne university of technology,03672BD5,19
hiroyuki kitagawa,7EA8E565,university of tsukuba,08B9DFEF,19
haruo takemura,821F88C4,osaka university,05DBB954,19
h luo,80ED1B01,university of edinburgh,05E1B1D9,19
george furnas,786432B3,university of michigan school of information,04FD6759,19
david molnar,77497F88,microsoft,4CE6FC2D,19
george p copeland,836320C1,monroe community college,0527E2AB,19
alvin m despain,80395C34,university of southern california,0011EAC4,19
yoshinori hara,81154EB4,nec,070DD5D4,19
lawrence a rowe,85ABCCE1,university of california berkeley,05B090CE,19
dejan kostic,74A29FA2,ecole polytechnique federale de lausanne,004E3300,19
michael d harrison,815C2E49,university of york,031AFA6D,19
tatjun chin,76E22AA7,university of adelaide,0056B275,19
nikos komodakis,11DF3FF0,university of crete,08802AB2,19
mubarak shah,80DFFC20,university of central florida,0653F611,19
mauricio hernandez,7E378A7E,ibm,4FF45383,19
shiqiang yang,7ECA3CAF,tsinghua university,05E79D01,19
padhraic smyth,7F612BC9,university of california irvine,0C2C9DD2,19
zenglin xu,80ABE0C5,the chinese university of hong kong,0A97E0C1,19
siwei lyu,7AF25FAD,university at albany suny,0005FC5A,19
jan vondrak,109342C4,ibm,4FF45383,19
william m wells,7D9BBA44,harvard medical school,08B4B7FF,19
francois faure,80003362,centre national de la recherche scientifique,4D2B1EE6,19
michael stark,7D292199,max planck society,08EF476D,19
kuanta chen,801AE3A9,academia sinica,050BB43F,19
grzegorz kondrak,13B7FEAA,university of alberta,093456D7,19
jianping fan,7D5B9BF1,university of north carolina at charlotte,0616AB9C,19
uriel feige,7C72EF28,weizmann institute of science,03376F29,19
mark johnson,7EADAD34,brown university,01A842AA,19
samir r das,80814C18,stony brook university,038CB6F6,19
bohyung han,7E06CB9F,pohang university of science and technology,0762929E,19
santosh pande,7DA37D71,georgia institute of technology,07CA5884,19
john williamson,7E5C9791,university of glasgow,00784876,19
michel x goemans,27CBA357,massachusetts institute of technology,03D00B37,19
isaac cohen,7F77328C,university of southern california,0011EAC4,19
chris peikert,4A760B20,georgia institute of technology,07CA5884,19
w b croft,733A2AD2,university of massachusetts amherst,01776B6C,19
li cheng,8160FEA9,agency for science technology and research,06DE3FEB,19
alessandro saffiotti,2B2E17F3,orebro university,01936685,19
liefeng bo,7ED10BEC,xidian university,08EAA2CB,19
sanqi li,8632A902,university of texas at austin,05282E0D,19
nuttapong chentanez,854A8039,nvidia,4DBAC46F,19
haizhou ai,7E036F1B,tsinghua university,05E79D01,19
luca de alfaro,7EEB746D,university of california santa cruz,0B08755E,19
koushik kar,7FEE4DE3,rensselaer polytechnic institute,09E1E653,19
xiaodong he,7D91AB65,microsoft,4CE6FC2D,19
mario sznaier,78F6562A,pennsylvania state university,07CB626B,19
s roth,7FBE72C5,carnegie mellon university,0477FFD3,19
ali farhadi,767FDAF6,university of illinois at urbana champaign,0966B229,19
susan p wyche,28C3163D,georgia institute of technology,07CA5884,19
prasad m deshpande,7F48878A,ibm,4FF45383,19
wenchao zhou,7DD53324,university of pennsylvania,04BE3F72,19
brian noble,7D6D7D85,university of michigan,01A8C383,19
michael l littman,74157DF7,rutgers university,06194FDE,19
michael a peshkin,0F22A54A,northwestern university,06ACAD91,19
forrest shull,811C54C1,fraunhofer society,004B1FBC,19
shelly farnham,2B159F2F,microsoft,4CE6FC2D,19
mary k vernon,8557C361,university of wisconsin madison,0810AAFA,18
inderpal singh mumick,06B5D351,at t,4C7A9B63,18
raphael rom,7D8882F4,technion israel institute of technology,0A63B3A3,18
daji qiao,8174F843,iowa state university,0A5DAC76,18
walter binder,8311B7C2,university of lugano,0368D319,18
yu sasaki,852A10D5,university of electro communications,0139433B,18
yves grandvalet,0176FA44,centre national de la recherche scientifique,4D2B1EE6,18
arnon amir,8150A169,ibm,4FF45383,18
lloyd rutledge,7ED69735,college of western idaho,2BECA4ED,18
douglas b lenat,8554E8D1,stanford university,05C86094,18
kalervo jarvelin,033B8DC1,university of tampere,09F18F79,18
siaucheng khoo,815694AE,national university of singapore,09E3EE34,18
xiaoming liu,82D81E0D,ge global research,09F90C50,18
james aspnes,79C923E3,yale university,01F71AD0,18
daniel rueckert,81492EFB,imperial college london,02D4EDF8,18
raghav kaushik,80AD1FC1,microsoft,4CE6FC2D,18
michael a bender,84A71950,stony brook university,038CB6F6,18
srihari nelakuditi,01166E1A,university of south carolina,09490884,18
fred a hamprecht,0D35D429,heidelberg university,0D57443D,18
isabelle guyon,7B02D320,university of california berkeley,05B090CE,18
mirek riedewald,7EDCB657,cornell university,0C4400FF,18
nathan a carr,80F60B47,adobe systems,4DDE3B69,18
danny h k tsang,2BDEC918,hong kong university of science and technology,0BF77E37,18
ling huang,800B08F4,intel,500F4F9C,18
luc florack,79ABB16E,eindhoven university of technology,04F2C66A,18
ji?i matousek,7F8D9CB5,charles university in prague,01444027,18
juris hartmanis,13866774,cornell university,0C4400FF,18
david sontag,80F705B7,new york university,0368E8BE,18
christoph treude,117C3207,university of victoria,0CA4B187,18
abdur chowdhury,804F9F03,illinois institute of technology,0AC9113B,18
masashi toyoda,7DF2EBFC,university of tokyo,04756336,18
matt jones,809E4921,swansea university,025C0B1D,18
mike papazoglou,7D0AE5A4,tilburg university,0B8BA2BB,18
niels christian nilsson,80F14FA7,aalborg university copenhagen,06DA7DC2,18
l darrell whitley,71F4B11E,colorado state university,0582A04E,18
leonid g kazovsky,019AD3F9,stanford university,05C86094,18
frans kaashoek,4E81773D,massachusetts institute of technology,03D00B37,18
lorenzo alvisi,4E2D9121,university of texas at austin,05282E0D,18
darren gergle,77647FDF,northwestern university,06ACAD91,18
j k aggarwal,82F0C9F0,university of texas at austin,05282E0D,18
ryan schmidt,803C3DF2,university of toronto,0B0ADEB6,18
daniela florescu,7A046857,eth zurich,021CC5D8,18
michail vlachos,7FEB7A83,ibm,4FF45383,18
yuval elovici,10F24683,ben gurion university of the negev,07679147,18
jiri matas,7CEFE0B8,czech technical university in prague,02A71496,18
timothy g griffin,7FBB2535,university of cambridge,0003B055,18
aamer jaleel,7DF4AA73,intel,500F4F9C,18
leonardo bonanni,790064B5,massachusetts institute of technology,03D00B37,18
ian h witten,80F39323,university of waikato,031C31BE,18
zvika brakerski,13C19334,weizmann institute of science,03376F29,18
ada waichee fu,8113B359,the chinese university of hong kong,0A97E0C1,18
marco canini,7BF33803,ecole polytechnique federale de lausanne,004E3300,18
kentaro inui,7C431E3C,nara institute of science and technology,04866877,18
bruce jacob,7D1FCAD4,university of maryland college park,03FD8454,18
christina lioma,6085B7A4,university of glasgow,00784876,18
alex samorodnitsky,112F6C80,hebrew university of jerusalem,0BC1D058,18
anindya banerjee,7E938E79,kansas state university,0B4CEC90,18
jeffrey c mogul,784ED974,university of michigan,01A8C383,18
christof koch,824E371A,california institute of technology,074BDB0A,18
kenji doya,047C3A58,okinawa institute of science and technology,08807A39,18
michael j freedman,7FCB5BB6,princeton university,01328BF3,18
abbas edalat,0962D5F3,imperial college london,02D4EDF8,18
yong ge,7E9ED0F1,university of north carolina at charlotte,0616AB9C,18
paul c van oorschot,25CE5BFE,carleton university,03FED160,18
claudia perlich,09D303D9,ibm,4FF45383,18
limsoon wong,838A0415,national university of singapore,09E3EE34,18
jack h lutz,7650CC3B,iowa state university,0A5DAC76,18
susan horwitz,75B08B78,university of wisconsin madison,0810AAFA,18
nina mishra,7EA13224,microsoft,4CE6FC2D,18
